Fecha,Estacion,Tmax,Tmin
2015-11-07,Melilla,27.0,13.5
2015-11-08,Melilla,26.8,15.0
2015-11-09,Melilla,28.5,18.8
2015-11-10,Melilla,27.9,19.2
2015-11-11,Melilla,24.6,19.0
2015-11-12,Melilla,24.4,13.8
2015-11-13,Melilla,20.4,15.8
2015-11-14,Melilla,24.4,15.4
2015-11-15,Melilla,28.4,16.4
2015-11-16,Melilla,26.1,17.3
2015-11-17,Melilla,20.9,18.5
2015-11-18,Melilla,19.8,18.1
2015-11-19,Melilla,19.2,13.2
2015-11-20,Melilla,17.5,14.6
2015-11-21,Melilla,23.4,8.4
2015-11-22,Melilla,24.0,12.0
2015-11-23,Melilla,21.7,12.5
2015-11-24,Melilla,22.0,13.6
2015-11-25,Melilla,22.9,14.3
2015-11-26,Melilla,26.6,15.6
2015-11-27,Melilla,25.2,18.2
2015-11-28,Melilla,21.8,16.2
2015-11-29,Melilla,21.0,16.2
2015-11-30,Melilla,25.4,15.8
2015-12-01,Melilla,28.8,18.0
2015-12-02,Melilla,25.6,19.0
2015-12-03,Melilla,26.6,17.0
2015-12-04,Melilla,24.0,19.2
2015-12-05,Melilla,23.0,17.3
2015-12-06,Melilla,18.2,14.0
2015-12-07,Melilla,22.6,11.0
2015-12-08,Melilla,30.0,16.3
2015-12-09,Melilla,24.4,20.0
2015-12-10,Melilla,29.0,16.7
2015-12-11,Melilla,32.4,19.6
2015-12-12,Melilla,33.0,19.4
2015-12-13,Melilla,30.0,23.7
2015-12-14,Melilla,24.8,19.8
2015-12-15,Melilla,23.2,20.6
2015-12-16,Melilla,28.6,15.0
2015-12-17,Melilla,23.2,17.0
2015-12-18,Melilla,23.5,19.1
2015-12-19,Melilla,20.0,18.0
2015-12-20,Melilla,24.4,12.8
2015-12-21,Melilla,29.2,16.0
2015-12-22,Melilla,22.2,19.4
2015-12-23,Melilla,26.7,20.0
2015-12-24,Melilla,27.4,19.2
2015-12-25,Melilla,28.6,17.2
2015-12-26,Melilla,29.7,17.3
2015-12-27,Melilla,31.0,20.0
2015-12-28,Melilla,33.8,21.6
2015-12-29,Melilla,30.0,21.6
2015-12-30,Melilla,25.1,21.2
2015-12-31,Melilla,27.6,22.0
2016-01-01,Melilla,27.1,21.9
2016-01-02,Melilla,28.3,20.8
2016-01-03,Melilla,27.8,20.6
2016-01-04,Melilla,31.2,22.8
2016-01-05,Melilla,30.0,24.2
2016-01-06,Melilla,24.3,20.4
2016-01-07,Melilla,24.0,19.5
2016-01-08,Melilla,27.0,16.9
2016-01-09,Melilla,26.0,19.2
2016-01-10,Melilla,28.2,20.0
2016-01-11,Melilla,29.1,19.9
2016-01-12,Melilla,31.6,20.0
2016-01-13,Melilla,27.4,21.0
2016-01-14,Melilla,31.8,17.0
2016-01-15,Melilla,29.5,19.7
2016-01-16,Melilla,31.5,15.0
2016-01-17,Melilla,34.6,20.8
2016-01-18,Melilla,25.6,22.4
2016-01-19,Melilla,28.8,17.6
2016-01-20,Melilla,23.8,18.0
2016-01-21,Melilla,31.0,19.6
2016-01-22,Melilla,34.4,20.4
2016-01-23,Melilla,26.0,22.0
2016-01-24,Melilla,37.8,19.8
2016-01-25,Melilla,26.6,23.0
2016-01-26,Melilla,26.0,16.9
2016-01-27,Melilla,24.4,15.0
2016-01-28,Melilla,30.1,17.0
2016-01-29,Melilla,28.2,21.4
2016-01-30,Melilla,26.4,23.0
2016-01-31,Melilla,25.0,19.0
2016-02-01,Melilla,23.9,15.6
2016-02-02,Melilla,26.2,18.4
2016-02-03,Melilla,29.5,19.6
2016-02-04,Melilla,29.0,19.6
2016-02-05,Melilla,31.0,20.8
2016-02-06,Melilla,31.0,20.6
2016-02-07,Melilla,32.0,21.2
2016-02-08,Melilla,29.6,23.2
2016-02-09,Melilla,30.0,20.0
2016-02-10,Melilla,28.7,22.2
2016-02-11,Melilla,33.0,15.6
2016-02-12,Melilla,37.3,22.4
2016-02-13,Melilla,28.0,21.4
2016-02-14,Melilla,30.0,20.6
2016-02-15,Melilla,31.8,20.3
2016-02-16,Melilla,34.0,21.0
2016-02-17,Melilla,26.8,21.0
2016-02-18,Melilla,29.8,20.4
2016-02-19,Melilla,25.0,22.2
2016-02-20,Melilla,24.6,17.0
2016-02-21,Melilla,30.4,21.4
2016-02-22,Melilla,29.6,21.4
2016-02-23,Melilla,30.0,21.2
2016-02-24,Melilla,31.0,20.3
2016-02-25,Melilla,25.0,21.7
2016-02-26,Melilla,24.0,19.2
2016-02-27,Melilla,24.0,17.8
2016-02-28,Melilla,27.0,15.4
2016-02-29,Melilla,27.0,18.0
2016-03-01,Melilla,19.8,17.6
2016-03-02,Melilla,22.2,17.4
2016-03-03,Melilla,25.0,17.4
2016-03-04,Melilla,27.1,13.6
2016-03-05,Melilla,21.4,19.0
2016-03-06,Melilla,20.0,14.8
2016-03-07,Melilla,22.0,16.0
2016-03-08,Melilla,25.8,13.7
2016-03-09,Melilla,25.0,18.4
2016-03-10,Melilla,18.4,17.0
2016-03-11,Melilla,21.0,17.0
2016-03-12,Melilla,19.6,18.0
2016-03-13,Melilla,24.0,15.0
2016-03-14,Melilla,27.0,16.0
2016-03-15,Melilla,29.0,19.0
2016-03-16,Melilla,31.2,19.8
2016-03-17,Melilla,32.0,19.4
2016-03-18,Melilla,21.4,19.5
2016-03-19,Melilla,19.0,17.0
2016-03-20,Melilla,19.4,15.0
2016-03-21,Melilla,21.0,17.4
2016-03-22,Melilla,22.4,14.0
2016-03-23,Melilla,25.5,13.0
2016-03-24,Melilla,26.4,15.2
2016-03-25,Melilla,20.7,18.1
2016-03-26,Melilla,20.2,17.6
2016-03-27,Melilla,20.6,19.0
2016-03-28,Melilla,20.6,19.0
2016-03-29,Melilla,22.8,16.0
2016-03-30,Melilla,25.4,15.2
2016-03-31,Melilla,27.2,16.0
2016-04-01,Melilla,23.2,17.8
2016-04-02,Melilla,22.0,17.8
2016-04-03,Melilla,22.4,19.0
2016-04-04,Melilla,20.5,16.3
2016-04-05,Melilla,20.6,19.2
2016-04-06,Melilla,19.1,17.8
2016-04-07,Melilla,21.0,14.0
2016-04-08,Melilla,20.6,16.7
2016-04-09,Melilla,20.4,18.2
2016-04-10,Melilla,19.2,17.0
2016-04-11,Melilla,21.0,17.1
2016-04-12,Melilla,21.6,15.6
2016-04-13,Melilla,22.5,17.9
2016-04-14,Melilla,24.2,17.0
2016-04-15,Melilla,21.9,20.9
2016-04-16,Melilla,21.4,20.0
2016-04-17,Melilla,19.0,15.0
2016-04-18,Melilla,18.0,15.4
2016-04-19,Melilla,20.6,17.1
2016-04-20,Melilla,19.8,10.4
2016-04-21,Melilla,20.4,14.0
2016-04-22,Melilla,20.3,12.5
2016-04-23,Melilla,20.4,17.0
2016-04-24,Melilla,20.5,17.3
2016-04-25,Melilla,14.0,12.8
2016-04-26,Melilla,14.0,10.2
2016-04-27,Melilla,12.0,8.8
2016-04-28,Melilla,11.4,7.7
2016-04-29,Melilla,14.2,5.2
2016-04-30,Melilla,12.6,11.0
2016-05-01,Melilla,16.4,6.2
2016-05-02,Melilla,16.4,8.4
2016-05-03,Melilla,12.6,10.0
2016-05-04,Melilla,15.1,3.9
2016-05-05,Melilla,14.0,9.6
2016-05-06,Melilla,12.7,10.4
2016-05-07,Melilla,14.4,11.8
2016-05-08,Melilla,20.0,12.4
2016-05-09,Melilla,20.1,12.8
2016-05-10,Melilla,15.6,9.4
2016-05-11,Melilla,14.0,11.0
2016-05-12,Melilla,12.2,10.2
2016-05-13,Melilla,11.8,9.5
2016-05-14,Melilla,14.4,8.0
2016-05-15,Melilla,14.2,12.0
2016-05-16,Melilla,12.2,10.0
2016-05-17,Melilla,12.0,8.4
2016-05-18,Melilla,12.4,7.1
2016-05-19,Melilla,13.0,3.6
2016-05-20,Melilla,13.0,6.1
2016-05-21,Melilla,14.0,11.4
2016-05-22,Melilla,13.0,9.2
2016-05-23,Melilla,14.1,4.2
2016-05-24,Melilla,15.5,5.4
2016-05-25,Melilla,15.2,9.4
2016-05-26,Melilla,13.6,11.6
2016-05-27,Melilla,15.9,13.1
2016-05-28,Melilla,15.0,12.6
2016-05-29,Melilla,16.4,14.0
2016-05-30,Melilla,13.3,12.2
2016-05-31,Melilla,13.7,10.7
2016-06-01,Melilla,11.8,9.2
2016-06-02,Melilla,10.0,5.0
2016-06-03,Melilla,12.3,8.9
2016-06-04,Melilla,10.4,8.6
2016-06-05,Melilla,11.4,9.0
2016-06-06,Melilla,13.0,1.8
2016-06-07,Melilla,12.0,6.8
2016-06-08,Melilla,10.1,6.8
2016-06-09,Melilla,11.2,0.6
2016-06-10,Melilla,9.4,5.8
2016-06-11,Melilla,11.2,5.0
2016-06-12,Melilla,13.0,4.2
2016-06-13,Melilla,14.0,2.3
2016-06-14,Melilla,13.6,8.2
2016-06-15,Melilla,14.3,5.6
2016-06-16,Melilla,11.8,7.1
2016-06-17,Melilla,12.8,3.4
2016-06-18,Melilla,16.0,3.4
2016-06-19,Melilla,11.8,5.0
2016-06-20,Melilla,10.4,4.8
2016-06-21,Melilla,14.7,3.2
2016-06-22,Melilla,16.6,6.4
2016-06-23,Melilla,11.4,6.0
2016-06-24,Melilla,15.7,6.1
2016-06-25,Melilla,12.4,10.0
2016-06-26,Melilla,11.1,8.5
2016-06-27,Melilla,16.3,13.0
2016-06-28,Melilla,14.3,10.1
2016-06-29,Melilla,17.0,8.2
2016-06-30,Melilla,20.0,15.7
2016-07-01,Melilla,21.2,13.1
2016-07-02,Melilla,12.5,12.1
2016-07-03,Melilla,19.6,16.7
2016-07-04,Melilla,12.4,11.2
2016-07-05,Melilla,10.5,9.9
2016-07-06,Melilla,12.0,7.8
2016-07-07,Melilla,14.2,5.8
2016-07-08,Melilla,17.6,6.4
2016-07-09,Melilla,14.0,8.0
2016-07-10,Melilla,17.0,8.2
2016-07-11,Melilla,15.0,8.4
2016-07-12,Melilla,12.8,10.4
2016-07-13,Melilla,13.2,3.4
2016-07-14,Melilla,16.3,8.4
2016-07-15,Melilla,14.8,9.9
2016-07-16,Melilla,9.4,6.2
2016-07-17,Melilla,10.6,6.2
2016-07-18,Melilla,10.0,8.0
2016-07-19,Melilla,10.4,4.4
2016-07-20,Melilla,10.7,2.1
2016-07-21,Melilla,13.2,4.4
2016-07-22,Melilla,14.3,4.6
2016-07-23,Melilla,13.8,4.6
2016-07-24,Melilla,10.0,8.8
2016-07-25,Melilla,12.0,9.9
2016-07-26,Melilla,11.3,8.8
2016-07-27,Melilla,9.6,7.8
2016-07-28,Melilla,11.1,4.4
2016-07-29,Melilla,15.5,5.7
2016-07-30,Melilla,18.0,10.0
2016-07-31,Melilla,19.0,12.0
2016-08-01,Melilla,11.2,9.1
2016-08-02,Melilla,10.4,7.6
2016-08-03,Melilla,10.2,4.3
2016-08-04,Melilla,15.8,11.0
2016-08-05,Melilla,16.4,11.4
2016-08-06,Melilla,17.2,8.4
2016-08-07,Melilla,15.0,5.8
2016-08-08,Melilla,18.6,7.4
2016-08-09,Melilla,12.6,10.4
2016-08-10,Melilla,15.6,4.4
2016-08-11,Melilla,17.0,6.0
2016-08-12,Melilla,20.2,7.8
2016-08-13,Melilla,21.4,10.0
2016-08-14,Melilla,18.2,8.2
2016-08-15,Melilla,18.5,11.2
2016-08-16,Melilla,16.8,7.2
2016-08-17,Melilla,14.4,10.1
2016-08-18,Melilla,17.4,3.6
2016-08-19,Melilla,17.8,8.6
2016-08-20,Melilla,10.6,8.0
2016-08-21,Melilla,11.2,6.4
2016-08-22,Melilla,17.4,4.5
2016-08-23,Melilla,22.0,5.4
2016-08-24,Melilla,22.0,7.8
2016-08-25,Melilla,25.0,11.4
2016-08-26,Melilla,26.2,13.4
2016-08-27,Melilla,12.0,7.2
2016-08-28,Melilla,12.0,9.4
2016-08-29,Melilla,15.0,11.6
2016-08-30,Melilla,15.7,11.7
2016-08-31,Melilla,16.2,10.8
2016-09-01,Melilla,11.0,9.0
2016-09-02,Melilla,10.8,7.4
2016-09-03,Melilla,11.0,6.8
2016-09-04,Melilla,12.6,8.4
2016-09-05,Melilla,11.8,9.2
2016-09-06,Melilla,12.0,9.8
2016-09-07,Melilla,12.0,11.0
2016-09-08,Melilla,16.0,10.8
2016-09-09,Melilla,23.2,9.6
2016-09-10,Melilla,23.4,11.2
2016-09-11,Melilla,24.6,11.5
2016-09-12,Melilla,18.8,13.3
2016-09-13,Melilla,13.6,12.2
2016-09-14,Melilla,11.9,10.0
2016-09-15,Melilla,12.8,9.0
2016-09-16,Melilla,18.7,6.6
2016-09-17,Melilla,20.0,12.0
2016-09-18,Melilla,14.0,11.6
2016-09-19,Melilla,12.8,10.2
2016-09-20,Melilla,17.6,11.4
2016-09-21,Melilla,22.0,12.8
2016-09-22,Melilla,25.2,15.0
2016-09-23,Melilla,12.2,10.2
2016-09-24,Melilla,12.0,7.2
2016-09-25,Melilla,17.4,6.7
2016-09-26,Melilla,21.2,6.4
2016-09-27,Melilla,23.4,6.9
2016-09-28,Melilla,18.8,10.6
2016-09-29,Melilla,14.0,9.8
2016-09-30,Melilla,16.0,8.6
2016-10-01,Melilla,19.4,7.0
2016-10-02,Melilla,18.4,10.2
2016-10-03,Melilla,18.8,12.4
2016-10-04,Melilla,19.8,11.4
2016-10-05,Melilla,19.5,12.6
2016-10-06,Melilla,20.0,12.2
2016-10-07,Melilla,15.2,12.4
2016-10-08,Melilla,13.4,10.0
2016-10-09,Melilla,23.4,6.0
2016-10-10,Melilla,23.0,12.8
2016-10-11,Melilla,26.0,14.4
2016-10-12,Melilla,27.1,16.0
2016-10-13,Melilla,22.0,12.0
2016-10-14,Melilla,23.0,13.3
2016-10-15,Melilla,21.4,16.9
2016-10-16,Melilla,27.4,17.2
2016-10-17,Melilla,17.3,14.6
2016-10-18,Melilla,16.0,13.4
2016-10-19,Melilla,15.4,13.2
2016-10-20,Melilla,14.7,12.4
2016-10-21,Melilla,16.6,12.2
2016-10-22,Melilla,20.7,10.0
2016-10-23,Melilla,20.6,13.0
2016-10-24,Melilla,19.4,16.0
2016-10-25,Melilla,19.4,15.6
2016-10-26,Melilla,21.0,16.0
2016-10-27,Melilla,13.2,12.0
2016-10-28,Melilla,15.3,11.2
2016-10-29,Melilla,23.4,9.0
2016-10-30,Melilla,26.9,12.6
2016-10-31,Melilla,28.0,17.2
2016-11-01,Melilla,18.1,14.7
2016-11-02,Melilla,14.2,10.6
2016-11-03,Melilla,25.2,9.8
2016-11-04,Melilla,23.2,17.2
2016-11-05,Melilla,30.8,16.8
2016-11-06,Melilla,31.2,19.6
2016-11-07,Melilla,23.8,17.2
2016-11-08,Melilla,21.8,17.0
2016-11-09,Melilla,27.0,19.0
2016-11-10,Melilla,26.6,14.4
2016-11-11,Melilla,19.6,14.9
2016-11-12,Melilla,26.9,12.0
2016-11-13,Melilla,22.4,15.8
2016-11-14,Melilla,28.6,16.6
2016-11-15,Melilla,27.2,19.4
2016-11-16,Melilla,20.0,16.4
2016-11-17,Melilla,15.4,10.0
2016-11-18,Melilla,18.4,9.2
2016-11-19,Melilla,24.2,12.0
2016-11-20,Melilla,23.9,14.6
2016-11-21,Melilla,15.6,13.4
2016-11-22,Melilla,19.4,12.8
2016-11-23,Melilla,25.8,12.6
2016-11-24,Melilla,28.6,16.4
2016-11-25,Melilla,28.2,17.2
2016-11-26,Melilla,29.0,16.0
2016-11-27,Melilla,24.2,19.0
2016-11-28,Melilla,22.8,15.0
2016-11-29,Melilla,22.6,16.4
2016-11-30,Melilla,27.3,13.2
2016-12-01,Melilla,28.2,15.4
2016-12-02,Melilla,31.0,19.4
2016-12-03,Melilla,28.4,20.6
2016-12-04,Melilla,28.2,18.0
2016-12-05,Melilla,30.8,19.6
2016-12-06,Melilla,26.2,19.4
2016-12-07,Melilla,27.4,18.0
2016-12-08,Melilla,19.6,16.8
2016-12-09,Melilla,27.0,11.4
2016-12-10,Melilla,31.4,16.8
2016-12-11,Melilla,24.2,20.5
2016-12-12,Melilla,32.0,16.6
2016-12-13,Melilla,20.8,17.9
2016-12-14,Melilla,19.0,14.2
2016-12-15,Melilla,27.6,12.6
2016-12-16,Melilla,30.6,15.4
2016-12-17,Melilla,33.4,19.2
2016-12-18,Melilla,29.8,20.8
2016-12-19,Melilla,22.8,18.8
2016-12-20,Melilla,28.1,15.6
2016-12-21,Melilla,33.8,17.4
2016-12-22,Melilla,28.4,22.2
2016-12-23,Melilla,25.7,19.1
2016-12-24,Melilla,30.8,18.8
2016-12-25,Melilla,23.6,20.2
2016-12-26,Melilla,24.3,21.4
2016-12-27,Melilla,24.6,21.0
2016-12-28,Melilla,30.0,17.8
2016-12-29,Melilla,30.2,20.6
2016-12-30,Melilla,29.2,19.7
2016-12-31,Melilla,30.9,23.1
2017-01-01,Melilla,29.2,19.4
2017-01-02,Melilla,27.4,20.0
2017-01-03,Melilla,26.2,20.3
2017-01-04,Melilla,27.6,19.0
2017-01-05,Melilla,28.2,17.0
2017-01-06,Melilla,27.8,13.6
2017-01-07,Melilla,26.9,17.5
2017-01-08,Melilla,30.8,19.2
2017-01-09,Melilla,29.0,20.0
2017-01-10,Melilla,29.0,19.5
2017-01-11,Melilla,29.3,14.6
2017-01-12,Melilla,31.8,16.5
2017-01-13,Melilla,28.2,22.2
2017-01-14,Melilla,26.2,12.5
2017-01-15,Melilla,26.3,16.8
2017-01-16,Melilla,27.8,19.4
2017-01-17,Melilla,27.8,21.2
2017-01-18,Melilla,27.4,20.5
2017-01-19,Melilla,33.0,17.0
2017-01-20,Melilla,32.0,20.0
2017-01-21,Melilla,34.0,17.8
2017-01-22,Melilla,32.0,18.4
2017-01-23,Melilla,29.7,20.0
2017-01-24,Melilla,31.3,20.2
2017-01-25,Melilla,24.4,18.5
2017-01-26,Melilla,20.4,17.5
2017-01-27,Melilla,24.2,20.4
2017-01-28,Melilla,30.0,20.1
2017-01-29,Melilla,32.5,19.2
2017-01-30,Melilla,35.4,18.1
2017-01-31,Melilla,30.5,24.0
2017-02-01,Melilla,29.8,21.1
2017-02-02,Melilla,25.5,21.4
2017-02-03,Melilla,27.4,20.0
2017-02-04,Melilla,29.8,17.5
2017-02-05,Melilla,22.4,20.2
2017-02-06,Melilla,21.8,17.0
2017-02-07,Melilla,23.4,13.7
2017-02-08,Melilla,27.2,12.0
2017-02-09,Melilla,28.6,16.3
2017-02-10,Melilla,27.0,20.6
2017-02-11,Melilla,27.5,20.8
2017-02-12,Melilla,26.4,21.1
2017-02-13,Melilla,24.8,21.5
2017-02-14,Melilla,27.7,20.5
2017-02-15,Melilla,28.0,19.5
2017-02-16,Melilla,31.6,19.0
2017-02-17,Melilla,31.0,20.0
2017-02-18,Melilla,28.6,22.0
2017-02-19,Melilla,32.0,19.6
2017-02-20,Melilla,32.8,20.0
2017-02-21,Melilla,27.1,23.9
2017-02-22,Melilla,27.5,19.4
2017-02-23,Melilla,32.3,20.6
2017-02-24,Melilla,32.0,21.8
2017-02-25,Melilla,31.8,21.5
2017-02-26,Melilla,33.6,22.2
2017-02-27,Melilla,32.4,22.5
2017-02-28,Melilla,30.6,22.0
2017-03-01,Melilla,31.6,21.4
2017-03-02,Melilla,35.0,21.5
2017-03-03,Melilla,24.4,20.0
2017-03-04,Melilla,25.2,17.8
2017-03-05,Melilla,25.8,15.2
2017-03-06,Melilla,29.4,14.3
2017-03-07,Melilla,24.5,19.2
2017-03-08,Melilla,29.2,17.2
2017-03-09,Melilla,27.0,19.0
2017-03-10,Melilla,23.2,15.1
2017-03-11,Melilla,25.0,11.5
2017-03-12,Melilla,21.5,15.5
2017-03-13,Melilla,24.4,10.8
2017-03-14,Melilla,27.0,12.6
2017-03-15,Melilla,25.8,12.5
2017-03-16,Melilla,19.4,17.2
2017-03-17,Melilla,20.0,14.2
2017-03-18,Melilla,22.0,12.0
2017-03-19,Melilla,23.0,13.0
2017-03-20,Melilla,23.8,13.6
2017-03-21,Melilla,25.7,16.4
2017-03-22,Melilla,25.8,16.2
2017-03-23,Melilla,27.9,18.6
2017-03-24,Melilla,26.0,17.2
2017-03-25,Melilla,28.0,18.0
2017-03-26,Melilla,27.0,18.0
2017-03-27,Melilla,27.4,18.3
2017-03-28,Melilla,26.0,17.2
2017-03-29,Melilla,27.2,16.3
2017-03-30,Melilla,27.6,16.0
2017-03-31,Melilla,27.0,17.3
2017-04-01,Melilla,27.8,17.0
2017-04-02,Melilla,27.5,16.0
2017-04-03,Melilla,23.6,19.0
2017-04-04,Melilla,28.6,17.6
2017-04-05,Melilla,25.6,17.3
2017-04-06,Melilla,23.4,12.5
2017-04-07,Melilla,26.8,14.2
2017-04-08,Melilla,27.8,13.8
2017-04-09,Melilla,26.0,22.0
2017-04-10,Melilla,24.0,21.6
2017-04-11,Melilla,21.4,13.5
2017-04-12,Melilla,18.7,12.8
2017-04-13,Melilla,19.8,8.9
2017-04-14,Melilla,21.1,8.8
2017-04-15,Melilla,21.4,13.0
2017-04-16,Melilla,21.3,16.5
2017-04-17,Melilla,19.2,12.0
2017-04-18,Melilla,22.0,12.2
2017-04-19,Melilla,20.7,15.6
2017-04-20,Melilla,20.0,16.2
2017-04-21,Melilla,21.8,11.0
2017-04-22,Melilla,18.8,10.8
2017-04-23,Melilla,22.9,7.0
2017-04-24,Melilla,24.2,14.0
2017-04-25,Melilla,20.6,14.8
2017-04-26,Melilla,15.6,11.5
2017-04-27,Melilla,24.0,9.5
2017-04-28,Melilla,24.4,9.6
2017-04-29,Melilla,22.6,9.0
2017-04-30,Melilla,25.4,10.0
2017-05-01,Melilla,27.8,8.2
2017-05-02,Melilla,26.5,12.0
2017-05-03,Melilla,23.4,13.7
2017-05-04,Melilla,25.7,13.8
2017-05-05,Melilla,25.0,12.7
2017-05-06,Melilla,24.0,13.5
2017-05-07,Melilla,26.8,16.0
2017-05-08,Melilla,19.4,16.5
2017-05-09,Melilla,17.8,13.0
2017-05-10,Melilla,16.2,9.6
2017-05-11,Melilla,16.8,7.0
2017-05-12,Melilla,18.2,9.5
2017-05-13,Melilla,18.0,14.5
2017-05-14,Melilla,17.2,14.5
2017-05-15,Melilla,17.6,9.3
2017-05-16,Melilla,18.8,7.7
2017-05-17,Melilla,18.4,8.3
2017-05-18,Melilla,20.8,11.2
2017-05-19,Melilla,19.0,10.0
2017-05-20,Melilla,14.4,8.8
2017-05-21,Melilla,15.6,8.8
2017-05-22,Melilla,21.4,7.5
2017-05-23,Melilla,20.8,9.4
2017-05-24,Melilla,18.6,12.6
2017-05-25,Melilla,18.5,14.5
2017-05-26,Melilla,16.0,12.4
2017-05-27,Melilla,13.0,10.0
2017-05-28,Melilla,14.3,10.0
2017-05-29,Melilla,15.4,9.4
2017-05-30,Melilla,15.0,5.5
2017-05-31,Melilla,15.2,4.6
2017-06-01,Melilla,16.4,6.5
2017-06-02,Melilla,16.6,6.2
2017-06-03,Melilla,18.4,6.5
2017-06-04,Melilla,16.5,8.0
2017-06-05,Melilla,13.2,6.2
2017-06-06,Melilla,15.3,3.4
2017-06-07,Melilla,14.4,3.6
2017-06-08,Melilla,15.3,8.2
2017-06-09,Melilla,14.4,7.4
2017-06-10,Melilla,16.5,3.4
2017-06-11,Melilla,18.4,6.0
2017-06-12,Melilla,13.9,2.3
2017-06-13,Melilla,17.8,3.5
2017-06-14,Melilla,20.6,7.2
2017-06-15,Melilla,19.8,9.3
2017-06-16,Melilla,24.6,11.0
2017-06-17,Melilla,23.8,18.4
2017-06-18,Melilla,10.4,7.3
2017-06-19,Melilla,10.6,3.2
2017-06-20,Melilla,13.2,-0.4
2017-06-21,Melilla,15.6,4.3
2017-06-22,Melilla,24.2,6.0
2017-06-23,Melilla,24.4,13.8
2017-06-24,Melilla,23.8,12.0
2017-06-25,Melilla,26.6,17.4
2017-06-26,Melilla,25.0,15.5
2017-06-27,Melilla,22.6,16.0
2017-06-28,Melilla,14.3,11.8
2017-06-29,Melilla,15.2,6.7
2017-06-30,Melilla,14.6,6.8
2017-07-01,Melilla,16.2,4.5
2017-07-02,Melilla,16.6,6.6
2017-07-03,Melilla,19.6,7.4
2017-07-04,Melilla,19.5,8.7
2017-07-05,Melilla,20.0,9.5
2017-07-06,Melilla,13.8,9.5
2017-07-07,Melilla,15.1,9.5
2017-07-08,Melilla,17.6,13.5
2017-07-09,Melilla,13.0,10.3
2017-07-10,Melilla,11.8,11.0
2017-07-11,Melilla,15.0,7.5
2017-07-12,Melilla,18.2,9.0
2017-07-13,Melilla,24.0,11.5
2017-07-14,Melilla,17.4,13.5
2017-07-15,Melilla,23.8,13.2
2017-07-16,Melilla,10.2,6.0
2017-07-17,Melilla,7.8,1.0
2017-07-18,Melilla,13.2,-1.5
2017-07-19,Melilla,15.3,1.3
2017-07-20,Melilla,18.1,3.1
2017-07-21,Melilla,15.0,4.2
2017-07-22,Melilla,17.4,5.0
2017-07-23,Melilla,17.4,4.5
2017-07-24,Melilla,15.7,10.0
2017-07-25,Melilla,15.6,9.0
2017-07-26,Melilla,20.6,10.5
2017-07-27,Melilla,25.0,14.6
2017-07-28,Melilla,25.0,15.0
2017-07-29,Melilla,23.2,16.0
2017-07-30,Melilla,14.2,12.0
2017-07-31,Melilla,13.0,10.5
2017-08-01,Melilla,13.7,10.5
2017-08-02,Melilla,15.4,9.6
2017-08-03,Melilla,15.7,2.8
2017-08-04,Melilla,17.8,3.0
2017-08-05,Melilla,19.2,6.5
2017-08-06,Melilla,22.0,8.0
2017-08-07,Melilla,20.2,11.5
2017-08-08,Melilla,16.3,12.6
2017-08-09,Melilla,16.8,11.0
2017-08-10,Melilla,18.4,10.6
2017-08-11,Melilla,18.0,9.5
2017-08-12,Melilla,17.8,12.6
2017-08-13,Melilla,14.0,8.3
2017-08-14,Melilla,18.0,4.6
2017-08-15,Melilla,20.6,6.8
2017-08-16,Melilla,14.8,8.6
2017-08-17,Melilla,20.7,5.0
2017-08-18,Melilla,22.4,7.5
2017-08-19,Melilla,17.2,10.8
2017-08-20,Melilla,14.2,7.0
2017-08-21,Melilla,16.2,3.4
2017-08-22,Melilla,18.1,5.0
2017-08-23,Melilla,22.2,10.0
2017-08-24,Melilla,24.0,12.5
2017-08-25,Melilla,21.5,11.0
2017-08-26,Melilla,21.4,10.5
2017-08-27,Melilla,17.3,13.8
2017-08-28,Melilla,23.6,11.0
2017-08-29,Melilla,20.7,14.4
2017-08-30,Melilla,19.2,7.6
2017-08-31,Melilla,19.2,4.6
2017-09-01,Melilla,22.5,8.4
2017-09-02,Melilla,27.2,15.0
2017-09-03,Melilla,24.6,19.0
2017-09-04,Melilla,14.9,12.4
2017-09-05,Melilla,15.8,10.6
2017-09-06,Melilla,19.6,8.8
2017-09-07,Melilla,16.0,11.6
2017-09-08,Melilla,17.0,12.4
2017-09-09,Melilla,19.2,12.6
2017-09-10,Melilla,19.4,14.8
2017-09-11,Melilla,14.6,9.0
2017-09-12,Melilla,17.5,6.6
2017-09-13,Melilla,16.4,6.5
2017-09-14,Melilla,19.7,11.6
2017-09-15,Melilla,15.2,11.0
2017-09-16,Melilla,17.3,9.4
2017-09-17,Melilla,19.0,9.4
2017-09-18,Melilla,21.5,8.8
2017-09-19,Melilla,23.2,11.0
2017-09-20,Melilla,28.2,13.4
2017-09-21,Melilla,17.8,13.4
2017-09-22,Melilla,19.4,10.2
2017-09-23,Melilla,19.2,7.0
2017-09-24,Melilla,22.0,8.5
2017-09-25,Melilla,23.6,13.8
2017-09-26,Melilla,15.7,13.2
2017-09-27,Melilla,15.2,11.4
2017-09-28,Melilla,18.1,10.3
2017-09-29,Melilla,19.9,10.8
2017-09-30,Melilla,22.0,13.8
2017-10-01,Melilla,19.2,13.1
2017-10-02,Melilla,16.4,10.0
2017-10-03,Melilla,19.2,9.7
2017-10-04,Melilla,27.9,12.6
